listing_id,host_id,neighbourhood,borough,property_type,room_type,checkin_date,checkout_date,nights_stayed,price_per_night,total_revenue,occupancy_rate,review_score,number_of_reviews,amenities,is_weekend_booking
L0443,Host_056,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-08-04,2023-08-09,5,430.08,2150.4,0.46,4.2,6,"Elevator, Pool, Air conditioning, TV, WiFi",Yes
L0444,Host_014,Williamsburg,Brooklyn,Private room,Private room,2023-12-08,2023-12-14,6,138.24,829.44,0.54,3.9,112,"Gym, Kitchen, Elevator, TV",Yes
L0445,Host_020,Chelsea,Manhattan,Entire home/apt,Entire home,2023-02-17,2023-03-01,12,416.0,4992.0,0.89,3.6,87,"Kitchen, Gym, Heating, Pool, Air conditioning",Yes
L0446,Host_020,Chelsea,Manhattan,Entire home/apt,Entire home,2023-04-13,2023-04-20,7,341.0,2387.0,0.66,4.4,117,"Air conditioning, WiFi, Washer, Elevator, TV, Kitchen, Pool",No
L0447,Host_053,Park Slope,Brooklyn,Private room,Private room,2023-11-23,2023-12-02,9,79.0,711.0,0.87,4.8,112,"WiFi, Heating, Air conditioning, Gym, Kitchen, TV, Pool",No
L0448,Host_027,Long Island City,Queens,Private room,Private room,2023-04-15,2023-04-29,14,67.84,949.76,0.66,4.7,166,"TV, Heating, Gym, Kitchen",Yes
L0449,Host_016,Harlem,Manhattan,Entire home/apt,Entire home,2023-10-14,2023-10-21,7,355.84,2490.88,0.67,4.9,52,"TV, Air conditioning, WiFi, Gym",Yes
L0450,Host_055,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-01-11,2023-01-12,1,141.0,141.0,0.9,3.6,155,"Kitchen, Elevator, Air conditioning, Washer, WiFi",No
L0451,Host_037,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-12-07,2023-12-21,14,376.0,5264.0,0.75,4.7,135,"Gym, Kitchen, Pool, TV, WiFi",No
L0452,Host_048,Bushwick,Brooklyn,Private room,Private room,2023-08-05,2023-08-09,4,96.0,384.0,0.53,3.8,71,"Elevator, TV, Pool, Gym, WiFi, Heating",Yes
L0453,Host_008,Long Island City,Queens,Private room,Private room,2023-09-01,2023-09-12,11,145.92,1605.12,0.58,3.9,38,"Gym, Washer, Elevator, Air conditioning, WiFi",Yes
L0454,Host_048,Jamaica,Queens,Entire home/apt,Entire home,2023-10-10,2023-10-17,7,147.0,1029.0,0.61,4.9,93,"Pool, Heating, Elevator",No
L0455,Host_026,Brooklyn Heights,Brooklyn,Entire home/apt,Entire home,2023-05-01,2023-05-06,5,250.0,1250.0,0.56,4.8,113,"Elevator, WiFi, Air conditioning, Gym, Heating",No
L0456,Host_022,Brooklyn Heights,Brooklyn,Private room,Private room,2023-03-24,2023-04-05,12,72.96,875.52,0.59,3.6,108,"Pool, Washer, Heating, Gym, WiFi, TV, Air conditioning",Yes
L0457,Host_051,Flushing,Queens,Private room,Private room,2023-04-13,2023-04-24,11,45.0,495.0,0.61,4.4,29,"Heating, Air conditioning, Elevator, TV",No
L0458,Host_021,Jackson Heights,Queens,Private room,Private room,2023-03-10,2023-03-15,5,135.68,678.4,0.54,4.4,84,"Heating, Kitchen, Pool, Air conditioning, Gym",Yes
L0459,Host_057,Brooklyn Heights,Brooklyn,Shared room,Shared room,2023-01-12,2023-01-21,9,55.0,495.0,0.79,4.4,23,"Heating, TV, Washer, Kitchen, WiFi, Pool",No
L0460,Host_010,Jackson Heights,Queens,Private room,Private room,2023-10-18,2023-10-20,2,92.0,184.0,0.46,4.3,117,"Kitchen, Heating, Washer, Pool, Elevator, Air conditioning",No
L0461,Host_028,Brooklyn Heights,Brooklyn,Entire home/apt,Entire home,2023-05-25,2023-06-06,12,225.0,2700.0,0.8,4.1,105,"WiFi, TV, Air conditioning, Kitchen",No
L0462,Host_024,Jackson Heights,Queens,Private room,Private room,2023-08-29,2023-09-01,3,55.0,165.0,0.9,5.0,102,"Elevator, Pool, Washer, TV",No
L0463,Host_004,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-05-01,2023-05-09,8,146.0,1168.0,0.92,5.0,172,"WiFi, Pool, Air conditioning, TV, Washer, Heating, Kitchen",No
L0464,Host_058,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-05-14,2023-05-17,3,180.48,541.44,0.71,4.9,120,"Kitchen, Washer, Gym, TV",Yes
L0465,Host_021,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-05-24,2023-06-05,12,142.0,1704.0,0.64,4.1,68,"TV, Washer, Heating, Kitchen, Air conditioning, Elevator, WiFi",No
L0466,Host_010,Jackson Heights,Queens,Entire home/apt,Entire home,2023-01-19,2023-01-27,8,147.0,1176.0,0.59,4.6,112,"Gym, WiFi, Heating",No
L0467,Host_032,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-06-28,2023-06-30,2,177.0,354.0,0.56,3.9,44,"TV, Heating, Pool, WiFi, Elevator, Kitchen, Gym",No
L0468,Host_044,Harlem,Manhattan,Private room,Private room,2023-05-26,2023-06-06,11,111.36,1224.96,0.96,3.7,96,"Kitchen, Washer, Pool, WiFi, Gym, Heating, Air conditioning",Yes
L0469,Host_018,Jackson Heights,Queens,Entire home/apt,Entire home,2023-12-02,2023-12-12,10,156.16,1561.6,0.94,4.0,146,"Heating, WiFi, Elevator, Washer",Yes
L0470,Host_048,Bushwick,Brooklyn,Private room,Private room,2023-11-05,2023-11-12,7,147.2,1030.4,0.5,3.9,62,"Kitchen, WiFi, Elevator, Pool, Washer, Heating",Yes
L0471,Host_042,Bushwick,Brooklyn,Private room,Private room,2023-09-09,2023-09-22,13,76.8,998.4,0.67,4.7,80,"Air conditioning, Washer, Gym, WiFi, Pool, Kitchen, Heating",Yes
L0472,Host_037,Brooklyn Heights,Brooklyn,Entire home/apt,Entire home,2023-08-05,2023-08-18,13,430.08,5591.04,0.64,3.8,162,"Kitchen, WiFi, TV, Air conditioning, Heating, Pool",Yes
L0473,Host_034,Flushing,Queens,Shared room,Shared room,2023-08-12,2023-08-14,2,49.92,99.84,0.92,4.2,39,"TV, Heating, Pool, Gym",Yes
L0474,Host_005,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-09-19,2023-09-26,7,143.0,1001.0,0.66,4.2,146,"Washer, TV, Gym, WiFi, Elevator",No
L0475,Host_030,Midtown,Manhattan,Private room,Private room,2023-07-21,2023-07-22,1,87.04,87.04,0.49,4.8,77,"Gym, Pool, TV, Air conditioning, Washer",Yes
L0476,Host_048,Harlem,Manhattan,Entire home/apt,Entire home,2023-10-01,2023-10-02,1,322.56,322.56,0.45,3.7,44,"Gym, Elevator, Pool, Washer, TV, Heating",Yes
L0477,Host_040,Flatbush,Brooklyn,Private room,Private room,2023-06-04,2023-06-06,2,121.6,243.2,0.52,3.5,29,"Heating, WiFi, Kitchen",Yes
L0478,Host_028,Park Slope,Brooklyn,Private room,Private room,2023-08-26,2023-08-29,3,71.68,215.04,0.7,3.5,43,"Gym, Pool, Heating, WiFi",Yes
L0479,Host_019,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-01-05,2023-01-07,2,320.0,640.0,0.78,4.6,107,"Pool, TV, WiFi, Heating, Washer, Gym",No
L0480,Host_060,Jamaica,Queens,Private room,Private room,2023-02-01,2023-02-10,9,74.0,666.0,0.46,4.4,142,"TV, Elevator, Heating",No
L0481,Host_042,Upper East Side,Manhattan,Private room,Private room,2023-08-12,2023-08-13,1,130.56,130.56,0.53,4.6,121,"Gym, Heating, TV, Kitchen, Elevator",Yes
L0482,Host_055,Long Island City,Queens,Private room,Private room,2023-05-31,2023-06-12,12,61.0,732.0,0.82,4.9,173,"Gym, Air conditioning, TV, Kitchen, Pool",No
L0483,Host_009,Astoria,Queens,Private room,Private room,2023-11-07,2023-11-15,8,70.0,560.0,0.5,4.1,127,"Heating, Pool, TV, WiFi, Washer",No
L0484,Host_011,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-02-02,2023-02-08,6,209.0,1254.0,0.67,4.4,31,"Heating, Gym, Air conditioning, Elevator, Washer, WiFi, TV",No
L0485,Host_056,Park Slope,Brooklyn,Private room,Private room,2023-08-13,2023-08-26,13,65.28,848.64,0.69,4.8,29,"Kitchen, WiFi, TV",Yes
L0486,Host_056,Harlem,Manhattan,Private room,Private room,2023-05-30,2023-06-11,12,91.0,1092.0,0.68,4.3,26,"Washer, Pool, Elevator, Kitchen",No
L0487,Host_027,Harlem,Manhattan,Entire home/apt,Entire home,2023-08-31,2023-09-06,6,123.0,738.0,0.6,3.8,69,"Elevator, Washer, Gym, Pool, Kitchen",No
L0488,Host_015,Lower East Side,Manhattan,Entire home/apt,Entire home,2023-07-29,2023-08-06,8,243.2,1945.6,0.94,4.3,175,"WiFi, Gym, Kitchen, Pool, TV",Yes
L0489,Host_026,Midtown,Manhattan,Entire home/apt,Entire home,2023-07-21,2023-08-03,13,261.12,3394.56,0.47,4.9,39,"WiFi, TV, Heating, Elevator, Gym, Air conditioning, Washer",Yes
L0490,Host_001,Long Island City,Queens,Private room,Private room,2023-03-17,2023-03-29,12,143.36,1720.32,0.66,4.5,140,"Gym, Washer, Elevator, Pool, Heating, Kitchen, TV",Yes
L0491,Host_025,Midtown,Manhattan,Entire home/apt,Entire home,2023-05-26,2023-05-30,4,235.52,942.08,0.5,4.3,134,"Air conditioning, WiFi, Gym, TV, Washer",Yes
L0492,Host_020,Park Slope,Brooklyn,Private room,Private room,2023-01-31,2023-02-14,14,109.0,1526.0,0.64,4.4,91,"WiFi, Kitchen, Heating",No
L0493,Host_030,Flatbush,Brooklyn,Private room,Private room,2023-10-25,2023-11-04,10,75.0,750.0,0.82,4.9,171,"Heating, Washer, Air conditioning, Elevator, TV, Kitchen, Gym",No
L0494,Host_007,Flatbush,Brooklyn,Private room,Private room,2023-04-09,2023-04-23,14,142.08,1989.12,0.85,4.2,38,"Elevator, Kitchen, WiFi, Pool, Heating, Gym",Yes
L0495,Host_024,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-09-23,2023-10-06,13,417.28,5424.64,0.66,3.9,128,"Gym, Pool, Washer, Heating, Kitchen, TV",Yes
L0496,Host_030,Flushing,Queens,Entire home/apt,Entire home,2023-09-28,2023-09-30,2,186.0,372.0,0.81,4.2,9,"Pool, Washer, WiFi, TV",No
L0497,Host_037,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-03-20,2023-03-22,2,268.0,536.0,0.64,5.0,78,"Gym, WiFi, Elevator, Kitchen, Washer",No
L0498,Host_058,Jackson Heights,Queens,Entire home/apt,Entire home,2023-04-04,2023-04-18,14,276.0,3864.0,0.83,3.5,141,"Kitchen, WiFi, Heating, Elevator, TV",No
L0499,Host_022,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-11-07,2023-11-10,3,313.0,939.0,0.85,4.3,118,"Gym, Air conditioning, Elevator, Washer, Pool, WiFi",No
L0500,Host_015,Jamaica,Queens,Entire home/apt,Entire home,2023-01-24,2023-02-04,11,322.0,3542.0,0.91,4.6,166,"Air conditioning, WiFi, TV",No
